calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
0 0.000000 0.000000 0.000000 0.000000 11.111111 0.000000 0.000000 11.111111 0.000000 0.003385 0.000000 0.000000 0.000000 0.000000 
1 0.050000 1.500983 0.000000 0.000000 13.422361 0.000000 0.000000 11.118737 0.005080 0.004122 1.500983 0.000000 0.000000 0.000000 
1 0.100000 3.752458 0.000000 0.000000 15.733611 0.000000 0.000000 11.162506 0.014360 0.004859 2.251475 0.000000 0.000000 0.000000 
1 0.150000 5.253441 0.000000 0.000000 18.044861 0.000000 0.000000 11.216561 0.021653 0.005596 1.500983 0.000000 0.000000 0.000000 
1 0.200000 5.628687 0.000000 0.000000 20.356111 0.000000 0.000000 11.233599 0.023753 0.006333 0.375246 0.000000 0.000000 0.000000 
1 0.250000 5.628687 0.000000 0.000000 22.667361 0.000000 0.000000 11.233599 0.023753 0.007070 0.000000 0.000000 0.000000 0.000000 
1 0.300000 5.628687 0.000000 0.000000 24.978611 0.000000 0.000000 11.233599 0.023753 0.007807 0.000000 0.000000 0.000000 0.000000 
1 0.350000 5.628687 0.000000 0.000000 27.289861 0.000000 0.000000 11.233599 0.023753 0.008544 0.000000 0.000000 0.000000 0.000000 
1 0.400000 5.816310 0.000000 0.003350 29.601111 0.000000 0.000000 11.242813 0.025356 0.009281 0.187623 0.003350 0.000000 0.000000 
1 0.450000 6.754419 0.003143 0.000000 31.912335 0.007637 -0.000029 11.298579 0.034062 0.010018 0.938114 -0.003350 0.000000 0.000000 
1 0.500000 8.443025 0.003143 0.003350 34.223585 0.007587 -0.000029 11.442177 0.050978 0.010755 1.688606 0.003350 0.000000 0.000000 
1 0.550000 11.069731 0.011944 0.003350 36.534811 0.014557 -0.000124 11.784213 0.079227 0.011492 2.626721 -0.000000 0.000000 0.000000 
1 0.600000 13.696437 0.020744 0.003350 38.846038 0.021012 -0.000225 12.279740 0.109413 0.012229 2.626721 0.000000 0.000000 0.000000 
1 0.650000 16.698386 0.030802 0.003350 41.157268 0.026611 -0.000348 13.046869 0.146122 0.012966 3.001966 0.000000 0.000000 0.000000 
1 0.700000 19.512714 0.040231 0.006701 43.468499 0.031653 -0.000470 13.972062 0.182612 0.013703 2.814343 0.003350 0.000000 0.000000 
1 0.750000 22.514613 0.060347 0.006701 45.779670 0.041228 -0.000746 15.192014 0.223746 0.014440 3.001966 -0.000000 0.000000 0.000000 
1 0.800000 25.516511 0.080462 0.006701 48.090852 0.049103 -0.001036 16.665568 0.267093 0.015177 3.001966 0.000000 0.000000 0.000000 
1 0.850000 28.330792 0.099320 0.003350 50.402043 0.055831 -0.001323 18.289223 0.309805 0.015914 2.814343 -0.003350 0.000000 0.000000 
1 0.900000 31.145119 0.108750 0.006701 52.713293 0.056509 -0.001473 20.159076 0.354591 0.016651 2.814343 0.003350 0.000000 0.000000 
1 0.950000 33.959400 0.127608 0.003350 55.024501 0.060281 -0.001787 22.286893 0.401451 0.017388 2.814343 -0.003350 0.000000 0.000000 
1 1.000000 36.773727 0.137037 0.006701 57.335760 0.058750 -0.001951 24.684267 0.450386 0.018125 2.814343 0.003350 0.000000 0.000000 
1 1.050000 39.588007 0.155895 0.003350 59.646986 0.059292 -0.002292 27.362945 0.501394 0.018862 2.814343 -0.003350 0.000000 0.000000 
1 1.100000 42.214713 0.164696 0.003350 61.958252 0.056166 -0.002458 30.127137 0.550938 0.019599 2.626721 0.000000 0.000000 0.000000 
1 1.150000 45.216663 0.174754 0.003350 64.269528 0.050397 -0.002655 33.611558 0.609773 0.020336 3.001966 0.000000 0.000000 0.000000 
1 1.200000 47.843368 0.183554 0.003350 66.580800 0.045329 -0.002834 36.955279 0.663189 0.021073 2.626721 -0.000000 0.000000 0.000000 
2 1.000000 36.773727 0.137037 0.006701 57.335760 0.058750 -0.001951 24.684267 0.450386 0.018125 0.000000 0.000000 80.000000 0.000000 
3 1.000000 30.861904 -0.068414 0.000695 7.275907 0.019225 -0.000392 7.733208 -0.072154 0.002017 0.000000 0.000000 0.000000 0.000000 
1 1.250000 45.121218 -0.049068 0.000695 18.832131 0.030045 -0.000453 6.270201 -0.021965 0.005702 3.001966 0.000000 0.000000 0.000000 
1 1.300000 48.123184 -0.046980 0.000695 21.143382 0.030303 -0.000465 6.189707 -0.004849 0.006439 3.001966 -0.000000 0.000000 0.000000 
1 1.350000 50.937527 -0.045023 -0.002655 23.454633 0.030576 -0.000477 6.213412 0.013272 0.007176 2.814343 -0.003350 0.000000 0.000000 
1 1.400000 53.751860 -0.052495 0.000695 25.765860 0.023346 -0.000424 6.344964 0.033466 0.007913 2.814343 0.003350 0.000000 0.000000 
1 1.450000 56.566203 -0.050538 -0.002655 28.077110 0.023651 -0.000439 6.596008 0.055735 0.008650 2.814343 -0.003350 0.000000 0.000000 
1 1.500000 59.192914 -0.057512 -0.002655 30.388338 0.016908 -0.000379 6.948504 0.078455 0.009387 2.626721 0.000000 0.000000 0.000000 
1 1.550000 62.194870 -0.065482 -0.002655 32.699566 0.010483 -0.000304 7.504149 0.106634 0.010124 3.001966 0.000000 0.000000 0.000000 
1 1.600000 64.821581 -0.072456 -0.002655 35.010796 0.004477 -0.000234 8.134206 0.133226 0.010861 2.626721 0.000000 0.000000 0.000000 
1 1.650000 67.448292 -0.079430 -0.002655 37.322027 -0.001145 -0.000158 8.909047 0.161753 0.011598 2.626721 0.000000 0.000000 0.000000 
1 1.700000 70.262626 -0.086902 0.000695 39.633259 -0.006273 -0.000071 9.911378 0.194393 0.012335 2.814343 0.003350 0.000000 0.000000 
1 1.750000 73.076969 -0.084945 -0.002655 41.944509 -0.005314 -0.000095 11.103255 0.229107 0.013072 2.814343 -0.003350 0.000000 0.000000 
1 1.800000 75.703680 -0.091919 -0.002655 44.255742 -0.009864 -0.000004 12.397058 0.263443 0.013809 2.626721 0.000000 0.000000 0.000000 
1 1.850000 78.518013 -0.099391 0.000695 46.566976 -0.013753 0.000099 13.989277 0.302305 0.014546 2.814343 0.003350 0.000000 0.000000 
1 1.900000 81.332356 -0.097434 -0.002655 48.878225 -0.012539 0.000071 15.806068 0.343242 0.015283 2.814343 -0.003350 0.000000 0.000000 
1 1.950000 84.146690 -0.104906 0.000695 51.189460 -0.015591 0.000185 17.859123 0.386252 0.016020 2.814343 0.003350 0.000000 0.000000 
1 2.000000 87.148655 -0.102818 0.000695 53.500708 -0.014336 0.000151 20.322523 0.434343 0.016757 3.001966 0.000000 0.000000 0.000000 
1 2.050000 89.775375 -0.100991 0.000695 55.811957 -0.013205 0.000121 22.719934 0.478358 0.017494 2.626721 0.000000 0.000000 0.000000 
1 2.100000 92.589718 -0.099034 0.004046 58.123205 -0.012291 0.000086 25.551022 0.527591 0.018231 2.814343 0.003350 0.000000 0.000000 
1 2.150000 95.591660 -0.086889 0.004046 60.434418 -0.009753 -0.000135 28.882947 0.582319 0.018968 3.001966 -0.000000 0.000000 0.000000 
1 2.200000 98.593601 -0.074743 0.004046 62.745636 -0.008572 -0.000365 32.550092 0.639259 0.019705 3.001966 0.000000 0.000000 0.000000 
2 2.000000 87.148655 -0.102818 0.000695 53.500708 -0.014336 0.000151 20.322523 0.434343 0.016757 0.000000 0.000000 80.000000 5.000000 
3 2.000000 85.288734 -1.457748 -0.042836 7.210271 -0.005527 0.000155 5.508909 -0.041472 0.001474 0.000000 0.000000 0.000000 0.000000 
1 2.250000 99.348319 -2.041501 -0.039486 18.747569 -0.487494 0.001843 4.824948 -0.000306 0.005159 2.626721 0.000000 0.000000 0.000000 
1 2.300000 101.972992 -2.145193 -0.039486 21.055655 -0.572452 0.002378 4.862478 0.013233 0.005896 2.626721 -0.000000 0.000000 0.000000 
1 2.350000 104.785142 -2.256291 -0.042836 23.363904 -0.653620 0.003033 4.987130 0.029812 0.006633 2.814343 -0.003350 0.000000 0.000000 
1 2.400000 107.596903 -2.376810 -0.039486 25.671743 -0.738136 0.003832 5.211456 0.048461 0.007370 2.814343 0.003350 0.000000 0.000000 
1 2.450000 110.409053 -2.487908 -0.042836 27.980334 -0.810840 0.004651 5.545899 0.069186 0.008107 2.814343 -0.003350 0.000000 0.000000 
1 2.500000 113.033364 -2.600393 -0.036135 30.288494 -0.887344 0.005563 5.969097 0.090460 0.008844 2.626721 0.006701 0.000000 0.000000 
1 2.550000 114.908368 -2.668176 -0.022734 32.597522 -0.953104 0.006162 6.342430 0.107042 0.009581 1.876229 0.013402 0.000000 0.000000 
1 2.600000 116.408963 -2.702296 -0.002631 34.908010 -0.992239 0.006489 6.686449 0.121418 0.010318 1.500983 0.020102 0.000000 0.000000 
1 2.650000 117.909941 -2.706246 0.024172 37.219295 -0.988040 0.006530 7.074202 0.136905 0.011055 1.500983 0.026803 0.000000 0.000000 
1 2.700000 119.222918 -2.674503 0.047625 39.528792 -0.928428 0.006179 7.454114 0.151419 0.011792 1.313360 0.023453 0.000000 0.000000 
1 2.750000 120.534789 -2.611978 0.071078 41.834077 -0.820850 0.005442 7.876930 0.166888 0.012529 1.313360 0.023453 0.000000 0.000000 
1 2.800000 121.844833 -2.518706 0.094530 44.132764 -0.667093 0.004273 8.347350 0.183301 0.013266 1.313360 0.023453 0.000000 0.000000 
1 2.850000 123.152330 -2.394738 0.117983 46.422566 -0.469195 0.002629 8.869951 0.200646 0.014003 1.313360 0.023453 0.000000 0.000000 
1 2.900000 124.456560 -2.240143 0.141436 48.701314 -0.229444 0.000464 9.449170 0.218908 0.014740 1.313360 0.023453 0.000000 0.000000 
1 2.950000 125.756805 -2.055005 0.164889 50.966971 0.049635 -0.002265 10.089286 0.238074 0.015477 1.313360 0.023453 0.000000 0.000000 
1 3.000000 127.052352 -1.839426 0.188342 53.217645 0.365285 -0.005601 10.794405 0.258124 0.016214 1.313360 0.023453 0.000000 0.000000 
1 3.050000 128.526792 -1.558397 0.215145 55.452302 0.702850 -0.010158 11.671852 0.282030 0.016951 1.500983 0.026803 0.000000 0.000000 
1 3.100000 129.809873 -1.278008 0.238598 57.665240 1.086692 -0.014911 12.528834 0.303779 0.017688 1.313360 0.023453 0.000000 0.000000 
1 3.150000 131.268334 -0.923265 0.265401 59.860195 1.478798 -0.021185 13.581657 0.329576 0.018425 1.500983 0.026803 0.000000 0.000000 
1 3.200000 133.259925 -0.381924 0.282153 62.040769 1.823335 -0.031159 15.126511 0.366270 0.019162 2.063852 0.016752 0.000000 0.000000 
1 3.250000 135.782780 0.349420 0.288854 64.228675 2.059564 -0.045173 17.275733 0.414612 0.019899 2.626721 0.006701 0.000000 0.000000 
1 3.300000 138.300678 1.097652 0.295555 66.431127 2.229202 -0.060062 19.677329 0.464715 0.020636 2.626721 0.006701 0.000000 0.000000 
1 3.350000 140.992993 1.917388 0.298905 68.658629 2.285020 -0.076978 22.525310 0.520273 0.021373 2.814343 0.003350 0.000000 0.000000 
1 3.400000 143.682547 2.746140 0.302256 70.911729 2.249594 -0.094690 25.678937 0.577756 0.022110 2.814343 0.003350 0.000000 0.000000 
1 3.450000 146.369309 3.583898 0.305606 73.192351 2.118210 -0.113213 29.147925 0.637159 0.022847 2.814343 0.003350 0.000000 0.000000 
1 3.500000 149.053249 4.430653 0.308957 75.502487 1.886081 -0.132558 32.941918 0.698478 0.023584 2.814343 0.003350 0.000000 0.000000 
2 3.250000 135.782780 0.349420 0.288854 64.228675 2.059564 -0.045173 17.275733 0.414612 0.019899 0.000000 0.000000 80.000000 -30.000000 
3 3.250000 134.864963 1.556020 0.338907 7.378378 0.294928 -0.003856 5.679605 -0.045595 0.001416 0.000000 0.000000 0.000000 0.000000 
1 3.550000 150.359873 7.256699 0.359010 19.722693 4.756931 -0.022771 6.536823 0.005352 0.005838 2.814343 -0.003350 0.000000 0.000000 
1 3.600000 152.994788 8.245511 0.362360 21.799372 5.436708 -0.028544 6.890869 0.020734 0.006575 2.814343 0.003350 0.000000 0.000000 
1 3.650000 155.801815 9.309654 0.362360 23.888390 6.080976 -0.035540 7.349500 0.039189 0.007312 3.001966 0.000000 0.000000 0.000000 
1 3.700000 158.433403 10.307288 0.365710 25.987403 6.695252 -0.042834 7.896819 0.058430 0.008049 2.814343 0.003350 0.000000 0.000000 
1 3.750000 161.061634 11.313734 0.369061 28.097448 7.274451 -0.050935 8.555130 0.079584 0.008786 2.814343 0.003350 0.000000 0.000000 
1 3.800000 163.686478 12.328979 0.365710 30.220406 7.814166 -0.059854 9.334221 0.102645 0.009523 2.814343 -0.003350 0.000000 0.000000 
2 3.600000 152.994788 8.245511 0.362360 21.799372 5.436708 -0.028544 6.890869 0.020734 0.006575 0.000000 0.000000 80.000000 25.000000 
3 3.600000 152.122461 7.221244 0.317320 6.686345 0.203626 0.034841 4.011550 -0.029286 0.001456 0.000000 0.000000 0.000000 0.000000 
1 3.850000 165.648888 11.733692 0.330721 16.818328 4.133595 0.021617 4.803401 0.010199 0.005141 2.814343 0.003350 0.000000 0.000000 
1 3.900000 168.310718 12.647581 0.327371 18.850648 4.879158 0.016918 5.137837 0.023884 0.005878 2.814343 -0.003350 0.000000 0.000000 
1 3.950000 170.797936 13.492216 0.327371 20.898534 5.592440 0.011954 5.531984 0.038503 0.006615 2.626721 0.000000 0.000000 0.000000 
1 4.000000 172.929837 14.216188 0.334072 22.956966 6.283562 0.007165 5.965198 0.052606 0.007352 2.251475 0.006701 0.000000 0.000000 
1 4.050000 174.347838 14.708349 0.354174 25.014454 6.978644 0.003546 6.377662 0.063031 0.008089 1.500983 0.020102 0.000000 0.000000 
1 4.100000 175.579682 15.163844 0.370926 27.046151 7.701590 -0.000138 6.823226 0.072996 0.008826 1.313360 0.016752 0.000000 0.000000 
1 4.150000 176.803724 15.639909 0.394379 29.055856 8.442330 -0.004340 7.318827 0.083799 0.009563 1.313360 0.023453 0.000000 0.000000 
1 4.200000 178.189484 16.216639 0.414482 31.034068 9.200235 -0.009855 7.910667 0.097051 0.010300 1.500983 0.020102 0.000000 0.000000 
1 4.250000 179.391636 16.745550 0.437934 32.983786 9.982470 -0.015303 8.533730 0.109433 0.011037 1.313360 0.023453 0.000000 0.000000 
1 4.300000 180.581054 17.302506 0.461387 34.899862 10.783643 -0.021450 9.225313 0.122561 0.011774 1.313360 0.023453 0.000000 0.000000 
1 4.350000 181.757083 17.887202 0.484840 36.782143 11.600016 -0.028335 9.987945 0.136408 0.012511 1.313360 0.023453 0.000000 0.000000 
1 4.400000 182.919078 18.499316 0.508293 38.630723 12.427745 -0.035993 10.823894 0.150945 0.013248 1.313360 0.023453 0.000000 0.000000 
1 4.450000 184.230302 19.229825 0.535096 40.454177 13.240241 -0.045671 11.789970 0.168317 0.013985 1.500983 0.026803 0.000000 0.000000 
1 4.500000 185.682874 20.090886 0.558549 42.253469 14.025300 -0.057713 12.909439 0.188631 0.014722 1.688606 0.023453 0.000000 0.000000 
1 4.550000 187.751289 21.383501 0.561900 44.089394 14.661451 -0.076743 14.401882 0.219082 0.015459 2.439098 0.003350 0.000000 0.000000 
1 4.600000 189.974137 22.783004 0.568600 45.989631 15.178250 -0.098378 16.108334 0.253445 0.016196 2.626721 0.006701 0.000000 0.000000 
1 4.650000 192.503760 24.399422 0.575301 47.991132 15.502178 -0.124557 18.164321 0.294415 0.016933 3.001966 0.006701 0.000000 0.000000 
1 4.700000 194.707653 25.828588 0.575301 50.008791 15.808661 -0.148757 20.228490 0.331734 0.017670 2.626721 -0.000000 0.000000 0.000000 
1 4.750000 197.068967 27.359838 0.578652 52.132840 15.940636 -0.175815 22.577875 0.373459 0.018407 2.814343 0.003350 0.000000 0.000000 
1 4.800000 199.268060 28.796379 0.578652 54.295924 16.017596 -0.202257 25.000716 0.413938 0.019144 2.626721 0.000000 0.000000 0.000000 
1 4.850000 201.781309 30.438142 0.578652 56.631609 15.808927 -0.233687 27.893578 0.462052 0.019881 3.001966 -0.000000 0.000000 0.000000 
1 4.900000 204.294557 32.079904 0.578652 59.072481 15.439233 -0.266328 31.032939 0.512018 0.020618 3.001966 0.000000 0.000000 0.000000 
1 4.950000 206.650728 33.619056 0.582002 61.561130 15.007107 -0.298062 34.251487 0.560598 0.021355 2.814343 0.003350 0.000000 0.000000 
2 4.800000 199.268060 28.796379 0.578652 54.295924 16.017596 -0.202257 25.000716 0.413938 0.019144 0.000000 0.000000 80.000000 -20.000000 
3 4.800000 197.379786 27.997311 0.579828 6.751097 1.227930 0.004633 5.091892 -0.030825 0.001312 0.000000 0.000000 0.000000 0.000000 
1 5.000000 207.111133 34.370593 0.579828 13.243126 5.582800 -0.010999 7.456333 -0.006956 0.004260 3.001966 0.000000 0.000000 0.000000 
1 5.050000 209.465491 35.912516 0.576478 14.904647 6.611490 -0.017567 8.140963 0.003072 0.004997 2.814343 -0.003350 0.000000 0.000000 
1 5.100000 211.825002 37.446543 0.579828 16.594864 7.603446 -0.025232 8.869966 0.014862 0.005734 2.814343 0.003350 0.000000 0.000000 
1 5.150000 214.179360 38.988466 0.583179 18.303782 8.559634 -0.034072 9.665502 0.028361 0.006471 2.814343 0.003350 0.000000 0.000000 
1 5.200000 216.528539 40.538268 0.579828 20.035301 9.474473 -0.044100 10.535343 0.043562 0.007208 2.814343 -0.003350 0.000000 0.000000 
1 5.250000 218.882897 42.080191 0.583179 21.805912 10.336633 -0.055214 11.474188 0.060531 0.007945 2.814343 0.003350 0.000000 0.000000 
1 5.300000 221.232076 43.629994 0.586529 23.606503 11.146583 -0.067527 12.503310 0.079194 0.008682 2.814343 0.003350 0.000000 0.000000 
1 5.350000 223.419784 45.083814 0.586529 25.424434 11.921524 -0.080148 13.599381 0.098187 0.009419 2.626721 0.000000 0.000000 0.000000 
1 5.400000 224.982433 46.122257 0.606631 27.204288 12.744451 -0.089929 14.637256 0.112905 0.010156 1.876229 0.020102 0.000000 0.000000 
1 5.450000 225.907309 46.764043 0.626734 28.883954 13.665335 -0.096447 15.605986 0.122298 0.010893 1.125737 0.020102 0.000000 0.000000 
1 5.500000 227.123026 47.644374 0.646836 30.578420 14.526691 -0.106036 16.714480 0.135540 0.011630 1.500983 0.020102 0.000000 0.000000 
2 5.400000 224.982433 46.122257 0.606631 27.204288 12.744451 -0.089929 14.637256 0.112905 0.010156 0.000000 0.000000 80.000000 25.000000 
3 5.400000 223.294595 44.753290 0.598190 6.732466 1.537121 0.037763 4.088454 -0.005338 0.001338 0.000000 0.000000 0.000000 0.000000 
1 5.550000 226.666385 47.133246 0.658497 11.165401 4.937479 0.033109 6.400985 0.001182 0.003549 1.125737 0.020102 0.000000 0.000000 
1 5.600000 227.853532 48.051742 0.685301 12.553361 6.090433 0.029849 7.274258 0.005396 0.004286 1.500983 0.026803 0.000000 0.000000 
1 5.650000 228.870373 48.882975 0.708753 13.892133 7.245221 0.026286 8.215479 0.009754 0.005023 1.313360 0.023453 0.000000 0.000000 
1 5.700000 229.867442 49.737825 0.732206 15.182939 8.400885 0.021992 9.219097 0.014762 0.005760 1.313360 0.023453 0.000000 0.000000 
1 5.750000 230.983725 50.741251 0.759010 16.422937 9.553261 0.016212 10.292149 0.021192 0.006497 1.500983 0.026803 0.000000 0.000000 
1 5.800000 232.481087 52.161600 0.775762 17.606577 10.687635 0.006984 11.464844 0.030921 0.007234 2.063852 0.016752 0.000000 0.000000 
1 5.850000 234.222329 53.869602 0.785813 18.781719 11.780879 -0.005372 12.727812 0.043517 0.007971 2.439098 0.010051 0.000000 0.000000 
1 5.900000 236.211545 55.860469 0.789163 19.989369 12.807613 -0.021241 14.089067 0.059373 0.008708 2.814343 0.003350 0.000000 0.000000 
1 5.950000 238.326248 57.991157 0.795864 21.266342 13.752544 -0.039796 15.543450 0.077789 0.009445 3.001966 0.006701 0.000000 0.000000 
1 6.000000 240.295354 60.001916 0.799214 22.596006 14.635743 -0.058787 17.066233 0.096387 0.010182 2.814343 0.003350 0.000000 0.000000 
1 6.050000 242.257711 62.019262 0.802565 23.998329 15.440810 -0.079328 18.671288 0.116368 0.010919 2.814343 0.003350 0.000000 0.000000 
1 6.100000 244.082926 63.908243 0.802565 25.452947 16.193499 -0.099954 20.327751 0.136298 0.011656 2.626721 0.000000 0.000000 0.000000 
1 6.150000 246.038513 65.932152 0.805915 27.021247 16.830985 -0.123545 22.100706 0.159092 0.012393 2.814343 0.003350 0.000000 0.000000 
1 6.200000 248.117228 68.097965 0.805915 28.722750 17.328462 -0.150387 24.018705 0.184854 0.013130 3.001966 0.000000 0.000000 0.000000 
1 6.250000 249.936104 69.993051 0.805915 30.448115 17.814006 -0.175269 25.937630 0.208736 0.013867 2.626721 0.000000 0.000000 0.000000 
1 6.300000 251.884899 72.023501 0.802565 32.325255 18.148394 -0.203426 28.006895 0.235761 0.014604 2.814343 -0.003350 0.000000 0.000000 
1 6.350000 253.710114 73.912482 0.802565 34.261859 18.436341 -0.231013 30.111470 0.262416 0.015341 2.626721 0.000000 0.000000 0.000000 
1 6.400000 255.665701 75.936391 0.805915 36.375754 18.547693 -0.262062 32.391790 0.292417 0.016078 2.814343 0.003350 0.000000 0.000000 
1 6.450000 257.614497 77.966841 0.802565 38.614467 18.534280 -0.294708 34.795607 0.323751 0.016815 2.814343 -0.003350 0.000000 0.000000 
2 6.300000 251.884899 72.023501 0.802565 32.325255 18.148394 -0.203426 28.006895 0.235761 0.014604 0.000000 0.000000 80.000000 -30.000000 
3 6.300000 252.793395 72.906528 0.806222 5.408891 1.994769 -0.002357 5.781991 -0.030988 0.001124 0.000000 0.000000 0.000000 0.000000 
1 6.500000 260.599216 81.018079 0.806222 10.010246 6.733629 -0.020641 10.206640 -0.013394 0.004072 3.001966 0.000000 0.000000 0.000000 
1 6.550000 262.417509 82.913724 0.806222 11.210641 7.862077 -0.028359 11.375134 -0.005990 0.004809 2.626721 0.000000 0.000000 0.000000 
1 6.600000 264.365681 84.944772 0.802872 12.453186 8.954590 -0.038127 12.573786 0.003378 0.005546 2.814343 -0.003350 0.000000 0.000000 
1 6.650000 266.320646 86.969282 0.806222 13.745539 10.006184 -0.049354 13.804193 0.014220 0.006283 2.814343 0.003350 0.000000 0.000000 
1 6.700000 268.398696 89.135733 0.806222 15.096384 10.999153 -0.062966 15.094166 0.027276 0.007020 3.001966 -0.000000 0.000000 0.000000 
1 6.750000 270.346868 91.166781 0.802872 16.488625 11.947931 -0.077224 16.430829 0.040952 0.007757 2.814343 -0.003350 0.000000 0.000000 
1 6.800000 271.780509 92.651422 0.819624 17.850268 12.914829 -0.088740 17.760198 0.052073 0.008494 2.063852 0.016752 0.000000 0.000000 
1 6.850000 272.932976 93.885606 0.836376 19.158832 13.889129 -0.099223 19.126172 0.061862 0.009231 1.688606 0.016752 0.000000 0.000000 
1 6.900000 273.938870 94.999665 0.856479 20.429375 14.859682 -0.109507 20.533210 0.071147 0.009968 1.500983 0.020102 0.000000 0.000000 
1 6.950000 274.799255 95.991961 0.879931 21.648410 15.830322 -0.119398 21.982374 0.079724 0.010705 1.313360 0.023453 0.000000 0.000000 
1 7.000000 275.516579 96.859562 0.900034 22.802082 16.803876 -0.128686 23.475073 0.087403 0.011442 1.125737 0.020102 0.000000 0.000000 
1 7.050000 276.332942 97.888380 0.923487 23.971970 17.724675 -0.140457 25.043665 0.096743 0.012179 1.313360 0.023453 0.000000 0.000000 
1 7.100000 277.124954 98.936059 0.946940 25.120156 18.613801 -0.153217 26.675290 0.106389 0.012916 1.313360 0.023453 0.000000 0.000000 
1 7.150000 277.892179 100.002024 0.970393 26.250204 19.468113 -0.166985 28.368668 0.116299 0.013653 1.313360 0.023453 0.000000 0.000000 
1 7.200000 278.634196 101.085688 0.993845 27.365894 20.284626 -0.181780 30.122281 0.126430 0.014390 1.313360 0.023453 0.000000 0.000000 
1 7.250000 279.452939 102.343706 1.020649 28.533720 21.018569 -0.199883 31.962517 0.138211 0.015127 1.500983 0.026803 0.000000 0.000000 
1 7.300000 280.139581 103.463277 1.044102 29.631990 21.745011 -0.216819 33.838961 0.148598 0.015864 1.313360 0.023453 0.000000 0.000000 
1 7.350000 280.894093 104.760836 1.070905 30.805391 22.377431 -0.237403 35.799459 0.160568 0.016601 1.500983 0.026803 0.000000 0.000000 
1 7.400000 281.613560 106.078151 1.097708 31.990696 22.951665 -0.259272 37.819322 0.172512 0.017338 1.500983 0.026803 0.000000 0.000000 
1 7.450000 282.211976 107.247259 1.121161 33.100457 23.520124 -0.279542 39.863419 0.182887 0.018075 1.313360 0.023453 0.000000 0.000000 
1 7.500000 283.027455 108.937001 1.141263 34.533391 23.862933 -0.310084 42.048353 0.197627 0.018812 1.876229 0.020102 0.000000 0.000000 
2 7.250000 279.452939 102.343706 1.020649 28.533720 21.018569 -0.199883 31.962517 0.138211 0.015127 0.000000 0.000000 80.000000 -10.000000 
3 7.250000 279.437283 102.227386 1.017306 5.456511 1.655770 0.024641 5.603222 -0.015942 0.001340 0.000000 0.000000 0.000000 0.000000 
1 7.550000 283.877839 110.692120 1.154673 8.307062 7.534469 -0.004101 16.300498 -0.001516 0.005762 2.439098 0.010051 0.000000 0.000000 
1 7.600000 285.015446 113.266295 1.158023 8.743998 8.371353 -0.018934 18.238117 0.005040 0.006499 2.814343 0.003350 0.000000 0.000000 
1 7.650000 286.069158 115.672402 1.164724 9.244673 9.172087 -0.034573 20.195273 0.011888 0.007236 2.626721 0.006701 0.000000 0.000000 
1 7.700000 287.106724 118.085516 1.171425 9.814288 9.928121 -0.052035 22.178363 0.019397 0.007973 2.626721 0.006701 0.000000 0.000000 
1 7.750000 288.274007 120.851244 1.171425 10.512560 10.615976 -0.074088 24.196308 0.028704 0.008710 3.001966 -0.000000 0.000000 0.000000 
1 7.800000 289.295379 123.271257 1.171425 11.271611 11.277292 -0.095167 26.225828 0.037601 0.009447 2.626721 0.000000 0.000000 0.000000 
1 7.850000 290.389707 125.864127 1.174775 12.178089 11.876830 -0.119663 28.281235 0.047939 0.010184 2.814343 0.003350 0.000000 0.000000 
1 7.900000 291.475341 128.460649 1.178126 13.212090 12.416297 -0.146107 30.364656 0.058996 0.010922 2.814343 0.003350 0.000000 0.000000 
1 7.950000 292.624065 131.234137 1.178126 14.444984 12.867143 -0.176398 32.487429 0.071542 0.011659 3.001966 -0.000000 0.000000 0.000000 
1 8.000000 293.700994 133.834282 1.181476 15.779554 13.275614 -0.206712 34.627863 0.084097 0.012396 2.814343 0.003350 0.000000 0.000000 
1 8.050000 294.769205 136.438020 1.178126 17.273007 13.612969 -0.238987 36.799953 0.097338 0.013133 2.814343 -0.003350 0.000000 0.000000 
1 8.100000 295.917929 139.211508 1.178126 19.038106 13.843737 -0.275409 39.013733 0.112424 0.013870 3.001966 -0.000000 0.000000 0.000000 
1 8.150000 296.923063 141.638310 1.178126 20.794946 14.077356 -0.309068 41.226569 0.126365 0.014607 2.626721 0.000000 0.000000 0.000000 
1 8.200000 297.999991 144.238455 1.181476 22.839368 14.192149 -0.347047 43.488502 0.142095 0.015344 2.814343 0.003350 0.000000 0.000000 
1 8.250000 298.712132 145.974280 1.194878 24.423398 14.490994 -0.373681 45.676945 0.153021 0.016081 1.876229 0.013402 0.000000 0.000000 
1 8.300000 299.332065 147.544972 1.211630 25.948460 14.792600 -0.398938 47.872585 0.162990 0.016818 1.688606 0.016752 0.000000 0.000000 
1 8.350000 299.793704 148.774527 1.235083 27.240469 15.159035 -0.419616 50.052354 0.170754 0.017555 1.313360 0.023453 0.000000 0.000000 
1 8.400000 300.226381 150.014569 1.258535 28.558994 15.475235 -0.441385 52.263807 0.178349 0.018292 1.313360 0.023453 0.000000 0.000000 
1 8.450000 300.687500 151.442967 1.285339 30.075393 15.680607 -0.467512 54.525294 0.186784 0.019029 1.500983 0.026803 0.000000 0.000000 
1 8.500000 301.057338 152.703180 1.308792 31.467217 15.887950 -0.491493 56.794032 0.193821 0.019766 1.313360 0.023453 0.000000 0.000000 
